recurso,edificio,capacidad,dia,hora,programa,materia,docente,estudiantes,title_original
SA401,SA,25,Martes,06:00-07:00,1155504-C(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : ARQUITECTURA DE COMPUTADORES
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 35"
SA401,SA,25,Jueves,06:00-07:00,1154104-A(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 26"
SA401,SA,25,Viernes,06:00-07:00,1155606-A(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 25"
SA401,SA,25,Martes,07:00-08:00,1155504-C(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : ARQUITECTURA DE COMPUTADORES
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 35"
SA401,SA,25,Miércoles,07:00-08:00,1155504-C(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : ARQUITECTURA DE COMPUTADORES
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 35"
SA401,SA,25,Jueves,07:00-08:00,1154104-A(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 26"
SA401,SA,25,Viernes,07:00-08:00,1155606-A(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 25"
SA401,SA,25,Lunes,08:00-09:00,1155605-B(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : BASES DE DATOS
Docente : ANGARITA SANGUINO CARLOS RENE
No.Alumnos: 35"
SA401,SA,25,Martes,08:00-09:00,1155705-B(31),No especificado,No especificado,31,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS Y DISE?O DE SISTEMAS
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 31"
SA401,SA,25,Miércoles,08:00-09:00,1154304-A(28),No especificado,No especificado,28,"Carrera   : Ingenieria De Sistemas
Materia   : ESTRUCTURA DE DATOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 28"
SA401,SA,25,Viernes,08:00-09:00,1154104-A(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 26"
SA401,SA,25,Lunes,09:00-10:00,1155605-B(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : BASES DE DATOS
Docente : ANGARITA SANGUINO CARLOS RENE
No.Alumnos: 35"
SA401,SA,25,Martes,09:00-10:00,1155705-B(31),No especificado,No especificado,31,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS Y DISE?O DE SISTEMAS
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 31"
SA401,SA,25,Miércoles,09:00-10:00,1154304-A(28),No especificado,No especificado,28,"Carrera   : Ingenieria De Sistemas
Materia   : ESTRUCTURA DE DATOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 28"
SA401,SA,25,Jueves,09:00-10:00,1156805-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria De Sistemas
Materia   : GERENCIA Y TECNOLOGIA
Docente : PARADA CARMEN JANETH 
No.Alumnos: 20"
SA401,SA,25,Viernes,09:00-10:00,1154104-A(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 26"
SA401,SA,25,Lunes,10:00-11:00,1155609-B(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : SEMINARIO INTEGRADOR II
Docente : LEAL PABON JESSICA LORENA
No.Alumnos: 27"
SA401,SA,25,Martes,10:00-11:00,1155604-A(34),No especificado,No especificado,34,"Carrera   : Ingenieria De Sistemas
Materia   : SISTEMAS OPERATIVOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 34"
SA401,SA,25,Miércoles,10:00-11:00,1155404-B(43),No especificado,No especificado,43,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS DE ALGORITMOS
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 43"
SA401,SA,25,Jueves,10:00-11:00,1155604-A(34),No especificado,No especificado,34,"Carrera   : Ingenieria De Sistemas
Materia   : SISTEMAS OPERATIVOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 34"
SA401,SA,25,Viernes,10:00-11:00,1154304-A(28),No especificado,No especificado,28,"Carrera   : Ingenieria De Sistemas
Materia   : ESTRUCTURA DE DATOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 28"
SA401,SA,25,Lunes,11:00-12:00,1155609-B(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : SEMINARIO INTEGRADOR II
Docente : LEAL PABON JESSICA LORENA
No.Alumnos: 27"
SA401,SA,25,Miércoles,11:00-12:00,1155404-B(43),No especificado,No especificado,43,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS DE ALGORITMOS
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 43"
SA401,SA,25,Jueves,11:00-12:00,1155604-A(34),No especificado,No especificado,34,"Carrera   : Ingenieria De Sistemas
Materia   : SISTEMAS OPERATIVOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 34"
SA401,SA,25,Viernes,11:00-12:00,1154304-A(28),No especificado,No especificado,28,"Carrera   : Ingenieria De Sistemas
Materia   : ESTRUCTURA DE DATOS
Docente : ADARME JAIMES MARCO ANTONIO
No.Alumnos: 28"
SA401,SA,25,Miércoles,12:00-13:00,1155404-B(43),No especificado,No especificado,43,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS DE ALGORITMOS
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 43"
SA401,SA,25,Martes,14:00-15:00,1155715-A(14),No especificado,No especificado,14,"Carrera   : Ingenieria De Sistemas
Materia   : SOLUCIONES TECNOLOGICA EN EL CONTEXTO SOCIAL
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 14"
SA401,SA,25,Lunes,15:00-16:00,1157004-A(21),No especificado,No especificado,21,"Carrera   : Ingenieria De Sistemas
Materia   : COMPUTACION EN LA NUBE
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 21"
SA401,SA,25,Martes,15:00-16:00,1155715-A(14),No especificado,No especificado,14,"Carrera   : Ingenieria De Sistemas
Materia   : SOLUCIONES TECNOLOGICA EN EL CONTEXTO SOCIAL
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 14"
SA401,SA,25,Viernes,15:00-16:00,1155615-A(21),No especificado,No especificado,21,"Carrera   : Ingenieria De Sistemas
Materia   : MULTIMEDIA Y REALIDAD MIXTA
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 21"
SA401,SA,25,Lunes,16:00-17:00,1157004-A(21),No especificado,No especificado,21,"Carrera   : Ingenieria De Sistemas
Materia   : COMPUTACION EN LA NUBE
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 21"
SA401,SA,25,Martes,16:00-17:00,1155715-A(14),No especificado,No especificado,14,"Carrera   : Ingenieria De Sistemas
Materia   : SOLUCIONES TECNOLOGICA EN EL CONTEXTO SOCIAL
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 14"
SA401,SA,25,Viernes,16:00-17:00,1155615-A(21),No especificado,No especificado,21,"Carrera   : Ingenieria De Sistemas
Materia   : MULTIMEDIA Y REALIDAD MIXTA
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 21"
SA401,SA,25,Lunes,17:00-18:00,1157004-A(21),No especificado,No especificado,21,"Carrera   : Ingenieria De Sistemas
Materia   : COMPUTACION EN LA NUBE
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 21"
SA401,SA,25,Viernes,17:00-18:00,1155615-A(21),No especificado,No especificado,21,"Carrera   : Ingenieria De Sistemas
Materia   : MULTIMEDIA Y REALIDAD MIXTA
Docente : RODRIGUEZ IBA?EZ RAUL EDUARDO
No.Alumnos: 21"
SA402,SA,25,Martes,06:00-07:00,1155805-A(41),No especificado,No especificado,41,"Carrera   : Ingenieria De Sistemas
Materia   : INGENIERIA DE SOFTWARE
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 41"
SA402,SA,25,Miércoles,06:00-07:00,1156703-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria De Sistemas
Materia   : INTELIGENCIA ARTIFICIAL
Docente : GUTIERREZ BUITRAGO ANA GISSEL
No.Alumnos: 20"
SA402,SA,25,Jueves,06:00-07:00,1155606-A(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 25"
SA402,SA,25,Martes,07:00-08:00,1155805-A(41),No especificado,No especificado,41,"Carrera   : Ingenieria De Sistemas
Materia   : INGENIERIA DE SOFTWARE
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 41"
SA402,SA,25,Miércoles,07:00-08:00,1156703-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria De Sistemas
Materia   : INTELIGENCIA ARTIFICIAL
Docente : GUTIERREZ BUITRAGO ANA GISSEL
No.Alumnos: 20"
SA402,SA,25,Jueves,07:00-08:00,1155606-A(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : ESTEBAN CARRILLO DANIEL ANDRES
No.Alumnos: 25"
SA402,SA,25,Martes,08:00-09:00,1154105-A(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : INTRODUCCION ING SISTEMAS
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 32"
SA402,SA,25,Miércoles,08:00-09:00,1154304-B(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : ESTRUCTURA DE DATOS
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 25"
SA402,SA,25,Jueves,08:00-09:00,1155705-B(31),No especificado,No especificado,31,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS Y DISE?O DE SISTEMAS
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 31"
SA402,SA,25,Viernes,08:00-09:00,1155605-B(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : BASES DE DATOS
Docente : ANGARITA SANGUINO CARLOS RENE
No.Alumnos: 35"
SA402,SA,25,Miércoles,09:00-10:00,1154304-B(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : ESTRUCTURA DE DATOS
Docente : PEREZ GUTIERREZ BORIS RAINIERO
No.Alumnos: 25"
SA402,SA,25,Jueves,09:00-10:00,1155705-B(31),No especificado,No especificado,31,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS Y DISE?O DE SISTEMAS
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 31"
SA402,SA,25,Viernes,09:00-10:00,1155605-B(35),No especificado,No especificado,35,"Carrera   : Ingenieria De Sistemas
Materia   : BASES DE DATOS
Docente : ANGARITA SANGUINO CARLOS RENE
No.Alumnos: 35"
SA402,SA,25,Lunes,10:00-11:00,1154204-C(33),No especificado,No especificado,33,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 33"
SA402,SA,25,Martes,10:00-11:00,1155716-A(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : ANALITICA DE DATOS
Docente : BELTRAN GALVIS NELSON
No.Alumnos: 30"
SA402,SA,25,Viernes,10:00-11:00,1155804-B(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : REDES DE COMPUTADORES
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 32"
SA402,SA,25,Lunes,11:00-12:00,1154204-C(33),No especificado,No especificado,33,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 33"
SA402,SA,25,Martes,11:00-12:00,1155716-A(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : ANALITICA DE DATOS
Docente : BELTRAN GALVIS NELSON
No.Alumnos: 30"
SA402,SA,25,Jueves,14:00-15:00,1154309-A(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : PROYECTO SOCIAL EN ING DE SISTENAS
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 25"
SA402,SA,25,Jueves,15:00-16:00,1154309-A(25),No especificado,No especificado,25,"Carrera   : Ingenieria De Sistemas
Materia   : PROYECTO SOCIAL EN ING DE SISTENAS
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 25"
SA403,SA,25,Jueves,06:00-07:00,1154104-B(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 27"
SA403,SA,25,Lunes,07:00-08:00,1155708-B(37),No especificado,No especificado,37,"Carrera   : Ingenieria De Sistemas
Materia   : ADMINISTRACION DE PROYECTOS INFORMATICOS
Docente : LEAL PABON JESSICA LORENA
No.Alumnos: 37"
SA403,SA,25,Jueves,07:00-08:00,1154104-B(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : FUNDAMENTOS DE PROGRAMACION
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 27"
SA403,SA,25,Lunes,08:00-09:00,1155708-B(37),No especificado,No especificado,37,"Carrera   : Ingenieria De Sistemas
Materia   : ADMINISTRACION DE PROYECTOS INFORMATICOS
Docente : LEAL PABON JESSICA LORENA
No.Alumnos: 37"
SA403,SA,25,Miércoles,08:00-09:00,1154204-B(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : GOMEZ LLANEZ CLAUDIA YAMILE
No.Alumnos: 32"
SA403,SA,25,Jueves,08:00-09:00,1154105-A(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : INTRODUCCION ING SISTEMAS
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 32"
SA403,SA,25,Viernes,08:00-09:00,1154405-A(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : BASES DE DATOS
Docente : PARADA CARMEN JANETH 
No.Alumnos: 26"
SA403,SA,25,Lunes,09:00-10:00,1155708-B(37),No especificado,No especificado,37,"Carrera   : Ingenieria De Sistemas
Materia   : ADMINISTRACION DE PROYECTOS INFORMATICOS
Docente : LEAL PABON JESSICA LORENA
No.Alumnos: 37"
SA403,SA,25,Martes,09:00-10:00,1154105-B(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : INTRODUCCION ING SISTEMAS
Docente : ROJAS PUENTES MARIA DEL PILAR
No.Alumnos: 30"
SA403,SA,25,Miércoles,09:00-10:00,1154204-B(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : GOMEZ LLANEZ CLAUDIA YAMILE
No.Alumnos: 32"
SA403,SA,25,Jueves,09:00-10:00,1154105-A(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : INTRODUCCION ING SISTEMAS
Docente : MURILLO RODRIGUEZ DIOSELINA
No.Alumnos: 32"
SA403,SA,25,Viernes,09:00-10:00,1154405-A(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : BASES DE DATOS
Docente : PARADA CARMEN JANETH 
No.Alumnos: 26"
SA403,SA,25,Jueves,10:00-11:00,1155905-A(45),No especificado,No especificado,45,"Carrera   : Ingenieria De Sistemas
Materia   : ARQUITECTURA DE SOFTWARE
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 45"
SA403,SA,25,Jueves,11:00-12:00,1155905-A(45),No especificado,No especificado,45,"Carrera   : Ingenieria De Sistemas
Materia   : ARQUITECTURA DE SOFTWARE
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 45"
SA403,SA,25,Jueves,12:00-13:00,1155905-A(45),No especificado,No especificado,45,"Carrera   : Ingenieria De Sistemas
Materia   : ARQUITECTURA DE SOFTWARE
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 45"
SA404,SA,25,Martes,08:00-09:00,1155705-A(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS Y DISE?O DE SISTEMAS
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 30"
SA404,SA,25,Miércoles,08:00-09:00,1154204-C(33),No especificado,No especificado,33,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 33"
SA404,SA,25,Jueves,08:00-09:00,1154105-B(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : INTRODUCCION ING SISTEMAS
Docente : ROJAS PUENTES MARIA DEL PILAR
No.Alumnos: 30"
SA404,SA,25,Lunes,09:00-10:00,1154406-A(22),No especificado,No especificado,22,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA DE LA COMPUTACION
Docente : PUERTO CUADROS EDUARD GILBERTO 
No.Alumnos: 22"
SA404,SA,25,Martes,09:00-10:00,1155705-A(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : ANALISIS Y DISE?O DE SISTEMAS
Docente : RODRIGUEZ TENJO JUDITH DEL PILAR
No.Alumnos: 30"
SA404,SA,25,Miércoles,09:00-10:00,1154204-C(33),No especificado,No especificado,33,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 33"
SA404,SA,25,Jueves,09:00-10:00,1154105-B(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : INTRODUCCION ING SISTEMAS
Docente : ROJAS PUENTES MARIA DEL PILAR
No.Alumnos: 30"
SA404,SA,25,Viernes,09:00-10:00,1155716-A(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : ANALITICA DE DATOS
Docente : BELTRAN GALVIS NELSON
No.Alumnos: 30"
SA404,SA,25,Lunes,10:00-11:00,1154406-A(22),No especificado,No especificado,22,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA DE LA COMPUTACION
Docente : PUERTO CUADROS EDUARD GILBERTO 
No.Alumnos: 22"
SA404,SA,25,Viernes,10:00-11:00,1157005-A(14),No especificado,No especificado,14,"Carrera   : Ingenieria De Sistemas
Materia   : MINERIA DE DATOS
Docente : BELTRAN GALVIS NELSON
No.Alumnos: 14"
SA404,SA,25,Lunes,11:00-12:00,1154406-A(22),No especificado,No especificado,22,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA DE LA COMPUTACION
Docente : PUERTO CUADROS EDUARD GILBERTO 
No.Alumnos: 22"
SA411,SA,25,Jueves,06:00-07:00,1155606-C(13),No especificado,No especificado,13,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 13"
SA411,SA,25,Viernes,06:00-07:00,1155606-C(13),No especificado,No especificado,13,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 13"
SA411,SA,25,Jueves,07:00-08:00,1155606-C(13),No especificado,No especificado,13,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 13"
SA411,SA,25,Viernes,07:00-08:00,1155606-C(13),No especificado,No especificado,13,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : REY CASTILLO JONATHAN ROLANDO
No.Alumnos: 13"
SA411,SA,25,Martes,08:00-09:00,1155506-B(10),No especificado,No especificado,10,"Carrera   : Ingenieria De Sistemas
Materia   : SEMINARIO DE INVESTIGACION II
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 10"
SA411,SA,25,Viernes,08:00-09:00,1155717-A(9),No especificado,No especificado,9,"Carrera   : Ingenieria De Sistemas
Materia   : HACKING DEFENSIVO Y HERRAMIENTAS SEGURAS
Docente : ROBLES ANGARITA MIGUEL FABIAN
No.Alumnos: 9"
SA411,SA,25,Lunes,09:00-10:00,1155808-A(30),No especificado,No especificado,30,"Carrera   : Ingenieria De Sistemas
Materia   : FORMULACION Y EVALUACION DE PROYECTOS DE SISTEMAS
Docente : PARADA CARMEN JANETH 
No.Alumnos: 30"
SA411,SA,25,Martes,09:00-10:00,1155506-B(10),No especificado,No especificado,10,"Carrera   : Ingenieria De Sistemas
Materia   : SEMINARIO DE INVESTIGACION II
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 10"
SA411,SA,25,Viernes,09:00-10:00,1155717-A(9),No especificado,No especificado,9,"Carrera   : Ingenieria De Sistemas
Materia   : HACKING DEFENSIVO Y HERRAMIENTAS SEGURAS
Docente : ROBLES ANGARITA MIGUEL FABIAN
No.Alumnos: 9"
SA411,SA,25,Lunes,10:00-11:00,1154204-B(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : GOMEZ LLANEZ CLAUDIA YAMILE
No.Alumnos: 32"
SA411,SA,25,Martes,10:00-11:00,1155506-A(23),No especificado,No especificado,23,"Carrera   : Ingenieria De Sistemas
Materia   : SEMINARIO DE INVESTIGACION II
Docente : DIAZ LEAL NELLY ROSANA
No.Alumnos: 23"
SA411,SA,25,Miércoles,10:00-11:00,1157007-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria De Sistemas
Materia   : DESARROLLO DE APLICACIONES BASADAS EN MICROSERVICIOS
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 20"
SA411,SA,25,Viernes,10:00-11:00,1155606-B(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : ANGARITA SANGUINO CARLOS RENE
No.Alumnos: 26"
SA411,SA,25,Lunes,11:00-12:00,1154204-B(32),No especificado,No especificado,32,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION ORIENTADA A OBJETOS I
Docente : GOMEZ LLANEZ CLAUDIA YAMILE
No.Alumnos: 32"
SA411,SA,25,Martes,11:00-12:00,1155506-A(23),No especificado,No especificado,23,"Carrera   : Ingenieria De Sistemas
Materia   : SEMINARIO DE INVESTIGACION II
Docente : DIAZ LEAL NELLY ROSANA
No.Alumnos: 23"
SA411,SA,25,Miércoles,11:00-12:00,1157007-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria De Sistemas
Materia   : DESARROLLO DE APLICACIONES BASADAS EN MICROSERVICIOS
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 20"
SA411,SA,25,Viernes,11:00-12:00,1155606-B(26),No especificado,No especificado,26,"Carrera   : Ingenieria De Sistemas
Materia   : PROGRAMACION WEB
Docente : ANGARITA SANGUINO CARLOS RENE
No.Alumnos: 26"
SA411,SA,25,Miércoles,12:00-13:00,1157007-A(20),No especificado,No especificado,20,"Carrera   : Ingenieria De Sistemas
Materia   : DESARROLLO DE APLICACIONES BASADAS EN MICROSERVICIOS
Docente : VERA RIVERA FREDY HUMBERTO
No.Alumnos: 20"
SA411,SA,25,Jueves,14:00-15:00,1155909-A(11),No especificado,No especificado,11,"Carrera   : Ingenieria De Sistemas
Materia   : PRACTICA EN ING DE SISTEMAS
Docente : CALIXTO CELY JOSE MARTIN
No.Alumnos: 11"
SA411,SA,25,Jueves,15:00-16:00,1155909-A(11),No especificado,No especificado,11,"Carrera   : Ingenieria De Sistemas
Materia   : PRACTICA EN ING DE SISTEMAS
Docente : CALIXTO CELY JOSE MARTIN
No.Alumnos: 11"
SA411,SA,25,Viernes,15:00-16:00,1156804-A(16),No especificado,No especificado,16,"Carrera   : Ingenieria De Sistemas
Materia   : ADMINISTRACION DE SO DE RED
Docente : CEQUEDA OLAGO JEAN POLO
No.Alumnos: 16"
SA411,SA,25,Jueves,16:00-17:00,1155909-A(11),No especificado,No especificado,11,"Carrera   : Ingenieria De Sistemas
Materia   : PRACTICA EN ING DE SISTEMAS
Docente : CALIXTO CELY JOSE MARTIN
No.Alumnos: 11"
SA411,SA,25,Viernes,16:00-17:00,1156804-A(16),No especificado,No especificado,16,"Carrera   : Ingenieria De Sistemas
Materia   : ADMINISTRACION DE SO DE RED
Docente : CEQUEDA OLAGO JEAN POLO
No.Alumnos: 16"
SA411,SA,25,Jueves,17:00-18:00,1155909-A(11),No especificado,No especificado,11,"Carrera   : Ingenieria De Sistemas
Materia   : PRACTICA EN ING DE SISTEMAS
Docente : CALIXTO CELY JOSE MARTIN
No.Alumnos: 11"
SA411,SA,25,Viernes,17:00-18:00,1156804-A(16),No especificado,No especificado,16,"Carrera   : Ingenieria De Sistemas
Materia   : ADMINISTRACION DE SO DE RED
Docente : CEQUEDA OLAGO JEAN POLO
No.Alumnos: 16"
SA413,SA,25,Miércoles,08:00-09:00,1155804-A(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : REDES DE COMPUTADORES
Docente : CALIXTO CELY JOSE MARTIN
No.Alumnos: 27"
SA413,SA,25,Viernes,08:00-09:00,1155704-A(17),No especificado,No especificado,17,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA GENERAL DE LAS COMUNICACIONES
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 17"
SA413,SA,25,Miércoles,09:00-10:00,1155804-A(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : REDES DE COMPUTADORES
Docente : CALIXTO CELY JOSE MARTIN
No.Alumnos: 27"
SA413,SA,25,Viernes,09:00-10:00,1155704-A(17),No especificado,No especificado,17,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA GENERAL DE LAS COMUNICACIONES
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 17"
SA413,SA,25,Lunes,10:00-11:00,1155704-A(17),No especificado,No especificado,17,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA GENERAL DE LAS COMUNICACIONES
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 17"
SA413,SA,25,Martes,10:00-11:00,1155704-B(27),No especificado,No especificado,27,"Carrera   : Ingenieria De Sistemas
Materia   : TEORIA GENERAL DE LAS COMUNICACIONES
Docente : PARDO GARCIA CARLOS EDUARDO
No.Alumnos: 27"
